Date,VALE3 BS Equity,PETR4 BS Equity,ITUB4 BS Equity,PETR3 BS Equity,BBDC4 BS Equity,ELET3 BS Equity,B3SA3 BS Equity,BBAS3 BS Equity,ABEV3 BS Equity,WEGE3 BS Equity,RENT3 BS Equity,ITSA4 BS Equity,PRIO3 BS Equity,SUZB3 BS Equity,BPAC11 BS Equity,EQTL3 BS Equity,RADL3 BS Equity,RDOR3 BS Equity,RAIL3 BS Equity,GGBR4 BS Equity,VBBR3 BS Equity,BBSE3 BS Equity,SBSP3 BS Equity,JBSS3 BS Equity,UGPA3 BS Equity,HAPV3 BS Equity,CSAN3 BS Equity,ENEV3 BS Equity,BBDC3 BS Equity,VIVT3 BS Equity,CMIG4 BS Equity,BRFS3 BS Equity,KLBN11 BS Equity,ASAI3 BS Equity,HYPE3 BS Equity,CPLE6 BS Equity,TOTS3 BS Equity,ENGI11 BS Equity,CCRO3 BS Equity,LREN3 BS Equity,EMBR3 BS Equity,NTCO3 BS Equity,ALSO3 BS Equity,TIMS3 BS Equity,ELET6 BS Equity,EGIE3 BS Equity,SANB11 BS Equity,TAEE11 BS Equity,RRRP3 BS Equity,GOAU4 BS Equity,CSNA3 BS Equity,MULT3 BS Equity,CPFE3 BS Equity,MGLU3 BS Equity,RECV3 BS Equity,YDUQ3 BS Equity,BRAP4 BS Equity,SMTO3 BS Equity,BRKM5 BS Equity,CYRE3 BS Equity,CMIN3 BS Equity,FLRY3 BS Equity,COGN3 BS Equity,AZUL4 BS Equity,CRFB3 BS Equity,IGTI11 BS Equity,RAIZ4 BS Equity,VAMO3 BS Equity,ARZZ3 BS Equity,MRVE3 BS Equity,SLCE3 BS Equity,CIEL3 BS Equity,IRBR3 BS Equity,USIM5 BS Equity,SOMA3 BS Equity,LWSA3 BS Equity,DXCO3 BS Equity,BEEF3 BS Equity,MRFG3 BS Equity,EZTC3 BS Equity,ALPA4 BS Equity,PETZ3 BS Equity,GOLL4 BS Equity,CVCB3 BS Equity,BHIA3 BS Equity,PCAR3 BS Equity
16-06-2021,108.15,29.14,27.451,29.57,25.527,44.98,16.91,35.75,19.09,34.83,63.886,10.286,20.05,58.08,30.613,24.695,26.048,68.32,20.23,28.705,26.42,25.03,38.78,28.72,20.14,15.3,24.87,17.91,21.691,45.56,10.369,29.35,25.39,16.678,35.99,6.23,35.52,48.21,13.93,42.382,20.44,56.97,31.15,12.75,44.7,41.09,44.206,39.91,44.398,13.95,42.4,25.94,28.9,20.31,18.53,34.77,27.546,38.25,56.9,24.35,9.47,24.895,4.64,46.32,22.08,#N/A N/A,#N/A N/A,13.25,91.38,17.3,41.132,3.94,183.602,18.13,16.59,26.1,17.554,9.81,19.061,33.85,49.07,23.82,25.11,26.12,14.68,12.131
17-06-2021,105.9,28.13,27.129,28.66,25.418,43.61,17.17,34.9,19.01,34.42,62.352,10.191,19.14,56.36,30.578,24.735,25.471,68.51,20.1,27.619,27.2,25.14,38.43,28.18,19.77,15.62,24.97,17.86,21.573,45.49,10.223,28.92,25.25,16.76,36.07,6.24,36.16,48.22,13.81,42.091,20.23,57.39,31.03,12.98,43.28,41.11,43.489,39.72,43.512,13.44,40.3,25.68,29.17,21.31,18.7,34.64,26.997,37.95,53.84,24.15,9.33,24.904,4.66,45.93,21.88,#N/A N/A,#N/A N/A,13.463,92.63,17.1,39.992,3.88,185.102,17.71,16.34,27.35,17.19,9.61,18.554,33.98,49.31,24.4,24.6,26.62,15.06,11.946
18-06-2021,109.09,28.32,26.634,28.74,25.091,46.22,17.38,34.85,18.76,35.19,62.581,10.096,19,57,30.7,24.795,24.5,66.94,20.33,27.695,27.32,25.36,38.16,28.11,19.6,15.5,24.5,17.9,21.264,45.61,10.208,28.95,25.67,17.002,36.3,6.2,36.21,48.5,13.74,42.273,20,57.8,31.95,12.84,45.85,41.53,42.046,39.43,44.595,13.66,41.4,25.76,28.94,21.07,18.5,34.47,27.427,37.62,54.06,24.17,9.45,24.867,4.57,46.82,22.16,#N/A N/A,#N/A N/A,13.5,94.27,16.77,39.975,3.93,183.002,18.1,16.54,27.09,17.645,9.64,18.534,33.8,49.22,24.65,24.9,25.851,15.17,11.718
21-06-2021,110.11,28.95,26.758,29.34,25.155,47.57,17.07,34.58,18.73,35.25,62.989,10.122,19.42,58.5,30.745,25.304,24.76,66.9,20.06,28.448,27.58,25.47,38.18,28.17,19.72,15.42,25.02,17.82,21.255,45.14,10.054,28.83,26.15,17.292,36.52,6.27,36.76,47.75,13.98,42.073,20.35,57.31,31.86,12.67,47.42,41,42.288,39.47,48.1,13.9,42.04,25.99,28.79,21.27,19.29,34.98,27.902,37.79,55.11,24.09,9.44,24.876,4.8,48.29,21.65,#N/A N/A,#N/A N/A,13.388,95.93,16.85,40.421,3.88,183.002,18.16,16.78,27.92,17.942,9.72,18.654,33.93,49.62,24.44,25.45,27.12,15.75,12.641
22-06-2021,111.4,29.1,26.412,29.37,24.691,47.08,16.99,33.85,18.29,34.29,62.77,10.2,19.33,58.7,30.233,24.775,25,69.75,19.86,28.381,27.75,25.54,37.94,28.27,19.53,15.77,25.25,17.57,21,43.9,9.854,28.8,26.3,17.28,36.64,6.22,37.65,48.13,13.57,41.627,20.08,56.92,31.45,12.05,47.35,40.58,42.23,39.02,47.351,13.86,42.51,25.3,28.55,20.97,18.95,34.57,28.336,37.5,54.89,23.73,9.39,24.97,4.69,47.43,21.47,#N/A N/A,#N/A N/A,13.438,95,16.7,40.686,3.76,181.202,18.23,16.55,27.8,17.645,9.7,18.435,33.66,50,24.31,24.82,27.783,15.93,13.007
23-06-2021,113.07,29.3,26.222,29.44,24.582,46.5,17.02,33.85,17.99,33.95,63.766,10.105,19.49,58.11,30.303,24.375,24.375,68.8,19.71,28.371,27.12,24.7,37.59,28.55,19.15,15.67,24.64,17.37,20.964,43.47,9.769,28.57,25.85,17.2,36.41,6.18,37.88,47.61,13.6,40.845,19.66,56.5,30.79,11.94,46.23,40.29,41.833,38.51,46.967,13.78,43.17,25.05,28.03,20.58,18.94,35.4,28.549,37.25,56.44,23.32,9.37,25.074,4.74,47.5,21.28,#N/A N/A,#N/A N/A,13.698,93.71,16.76,40.331,3.73,180.902,18.62,16.29,27.76,18.017,9.61,18.495,32,49.32,24.9,24.98,28.302,15.8,12.494
24-06-2021,111.03,29.65,26.23,29.89,24.764,45.89,16.99,33.92,17.95,34.33,64.265,10.139,19.45,59.85,30.1,25.404,24.615,68.19,19.93,29.305,27.63,24.4,37.89,29.16,19.34,15.78,25.19,17.49,20.964,43.7,9.808,28.65,26.32,17.462,36.56,6.17,37.54,47.7,13.72,41.518,19.61,57.27,30.8,11.95,46.23,40.7,41.833,38.27,45.885,14.2,44.6,25.18,28.25,21.65,19.86,35.5,28.688,36.99,56.9,23.53,9.38,25.102,4.75,47,21.63,#N/A N/A,#N/A N/A,13.945,94.3,16.98,40.289,3.74,180.602,19.1,16.74,27.08,18.793,9.84,18.852,32.48,49.92,24.45,24.78,28.206,15.77,12.459
25-06-2021,112.4,29.1,25.397,29.41,23.991,44.32,16.69,32.9,16.95,33.56,63.368,9.898,19.08,58.41,29.568,25.414,23.769,68.67,19.54,29.371,27.58,23.92,37.79,28.54,18.99,15.34,24.73,17.09,20.427,42.93,9.638,28.48,25.9,16.978,35.3,6.11,36.86,46.46,13.34,41,19.1,56.31,29.81,11.77,44.55,40.13,40.845,37.7,45.53,14.27,43.55,24.04,27.53,21.39,19.59,34.01,29.916,35.9,55.42,22.87,9.36,24.574,4.59,45.97,21.39,#N/A N/A,#N/A N/A,13.828,92.79,16.81,39.446,3.67,179.702,18.84,16.11,26.31,19.008,9.71,18.982,31.57,49.49,24.87,24,27.65,15.72,12.146
28-06-2021,110.6,29.05,25.109,29.28,23.873,44.52,16.99,32.65,17.5,34,64.015,9.794,18.77,59.6,30.49,25.374,24.279,69.44,19.61,29.114,27.26,24.1,37.98,28.9,19.19,15.6,24.25,17.29,20.273,43.1,9.638,28.17,26.36,17.176,35.29,6.05,37.61,46.7,13.41,41.182,18.99,57.06,29.17,11.92,44.74,40.05,40.39,37.83,45.609,14.14,42.93,23.72,27.35,21.53,19.3,34.03,29.769,35.78,56.3,22.7,9.3,25.036,4.57,45.33,21.42,#N/A N/A,#N/A N/A,14.125,94.95,16.5,40.446,3.62,177.602,18.93,16.24,27.08,19.198,9.61,19.171,31.25,51.05,25.68,23.66,28.65,16.03,12.187
29-06-2021,112.51,29.18,24.861,29.68,23.727,43.82,17.04,32.43,17.29,34.7,64.294,9.743,18.98,60.26,30.675,24.975,24.077,69.45,19.6,28.819,26.3,23.74,36.93,28.79,18.53,15.6,23.88,17.24,20.1,42.42,9.438,27.34,26.44,17.228,34.8,5.92,37.4,46.69,13.28,40.182,18.61,56.39,28.69,11.7,43.97,39.58,40.148,37.32,45.353,14.06,44.69,23.07,27.15,21.67,19.64,33.39,30.555,35.21,59.32,22.97,9.28,24.801,4.49,44.53,21.15,#N/A N/A,#N/A N/A,14.31,95.08,16.32,40.711,3.64,175.502,19.15,16,27.65,19.231,9.45,18.982,31.36,50.6,25.84,23.27,27.91,16.02,12.118
30-06-2021,113.25,29.43,24.573,30.29,23.391,43.17,16.82,32.13,17.07,33.69,63.766,9.613,19.49,59.81,30.515,24.775,23.76,69.03,19.15,28.2,26.68,23.1,36.58,29.1,18.39,15.41,23.96,16.98,19.873,42,9.331,27.33,26.34,17.308,34.47,5.93,37.65,46.6,13.45,40.209,18.87,56.74,29.04,11.53,43.27,39.15,39.227,36.9,44.634,13.83,43.99,23.5,26.91,21.15,19.75,32.84,30.432,36.14,59.55,23.34,9.16,24.442,4.33,43.89,21,#N/A N/A,#N/A N/A,14.158,94.5,16.33,42.413,3.64,173.102,19.1,15.94,27.06,19.669,9.37,19.031,31.11,50.19,25.76,22.96,27.72,15.79,12.103
01-07-2021,111.28,29.06,24.482,29.76,23.1,43.42,16.32,31.79,17.2,34.25,62.272,9.631,20.54,60.33,30.15,24.225,23.654,69.32,19.75,27.571,28.6,23.23,36.1,29.13,18.18,14.99,24.04,16.87,19.673,41.62,9.146,27.04,26.49,17.16,34.07,5.93,36.46,45.52,13.53,38.936,18.74,57.22,28.05,11.37,43.29,39.11,39.324,36.83,45.038,13.63,43.43,22.77,26.56,20.69,19.52,32.4,30.35,36.08,58.35,22.76,9.1,24.018,4.26,43.96,20.9,#N/A N/A,#N/A N/A,14.85,93.51,16.12,42.975,3.61,171.602,19.29,15.58,26.11,18.826,9.33,19.34,30.5,49.96,24.9,22.75,26.95,15.46,11.968
02-07-2021,113.58,29.18,24.746,30.03,23.636,43.56,16.42,32.14,17.43,35.26,64.225,9.682,21.26,59.2,31.46,24.435,23.846,71.4,19.75,28.343,29.39,23.15,36.53,29.53,18.95,15.28,24.43,17.06,19.982,41.96,9.315,26.86,26.71,17.2,34.44,5.97,37.89,45.66,13.42,39.445,18.95,59.52,28.47,11.48,43.25,39.43,39.586,37.41,45.481,13.99,45.07,23.15,26.82,21.64,20.24,32.77,30.715,37.25,60,23.42,9.13,24.225,4.34,44.72,21.32,#N/A N/A,#N/A N/A,15.43,95.42,16.29,42.562,3.63,171.602,19.53,16.09,26.8,19.215,9.36,19.151,30.62,52,25.23,23.45,27.06,15.6,12.275
05-07-2021,113.17,28.85,24.408,29.69,22.736,42.93,16.11,31.94,17.94,34.91,63.876,9.553,21.49,59.5,31.41,24.415,23.817,70.72,19.79,28.267,29.46,22.91,36.34,29.25,18.79,15.04,24.79,16.87,19.3,42.1,9.3,26.65,26.93,17.22,34.38,6.08,37.23,45.6,13.64,39.555,18.98,59.96,28.4,11.38,42.65,39.18,39.247,37.71,46.131,13.85,45.56,23.4,26.95,21.38,20.68,32.58,30.58,37.33,61.06,23.26,9.17,24.291,4.3,44.35,21.01,#N/A N/A,#N/A N/A,15.625,96.05,16.16,44.529,3.65,171.602,19.56,16.2,26.07,18.636,9.4,19.081,30.51,51.69,24.66,23.39,27.28,15.48,12.078
